Date,region,total_bags,small_bags,small_bags_percent
2015-11-22,Nashville,31136.03,23717.19,76.1728132970067
2015-11-15,Nashville,29388.04,24126.65,82.0968325890396
2015-11-08,Nashville,30867.39,25641.93,83.0712606410843
2015-11-01,Nashville,36386.93,24437.2,67.1592794445698
2015-10-25,Nashville,33823.49,25000.22,73.9137800386655
2015-10-18,Nashville,33416.07,23996.08,71.8100003980121
2015-10-11,Nashville,41597.15,23793.78,57.200505323081
2015-10-04,Nashville,42689.39,26267.85,61.5325025726533
2015-09-27,Nashville,34912.98,25432.19,72.8445122702216
2015-09-20,Nashville,47365.2,27175.41,57.3742114463784
2015-09-13,Nashville,43316.14,31983.6,73.8376041817207
2015-09-06,Nashville,42839.39,27102.45,63.2652565781166
2015-08-30,Nashville,30401.34,24581.81,80.8576529850329
2015-08-23,Nashville,29946.36,25633.87,85.5992848546535
2015-08-16,Nashville,28448.24,22867.47,80.3827231491298
2015-08-09,Nashville,40116.38,30602.26,76.2837025673802
2015-08-02,Nashville,35417.45,30724.37,86.7492436637872
2015-07-26,Nashville,34668.75,29923.8,86.3134667387777
2015-07-19,Nashville,43915.12,34877.55,79.4203682012027
2015-07-12,Nashville,35029.7,29736.49,84.8893653100084
2015-07-05,Nashville,44395.34,35733.99,80.4904073265347
2015-06-28,Nashville,41366.23,36900.28,89.2038747548423
2015-06-21,Nashville,51516.37,41015.0,79.6154698011525
2015-06-14,Nashville,44678.04,38948.35,87.1756012573515
2015-06-07,Nashville,40282.52,31059.24,77.1035178534014
2015-05-31,Nashville,28738.48,24244.27,84.3616990181805
2015-05-24,Nashville,30491.73,22090.48,72.4474472258544
2015-05-17,Nashville,29553.43,25235.57,85.389648511188
2015-05-10,Nashville,28377.52,23620.06,83.2351100448524
2015-05-03,Nashville,33653.27,23216.64,68.9877684991681
2015-04-26,Nashville,24976.5,21480.56,86.0030828979241
2015-04-19,Nashville,29135.28,22422.52,76.9600292154392
2015-04-12,Nashville,24411.32,14353.71,58.799401261382
2015-04-05,Nashville,28395.27,21583.06,76.0093494444674
2015-03-29,Nashville,26089.72,19540.62,74.8977758289472
2015-03-22,Nashville,29424.89,22501.23,76.4700564725985
2015-03-15,Nashville,26382.77,21886.31,82.9568312955766
2015-03-08,Nashville,26514.22,22958.63,86.5898751688716
2015-03-01,Nashville,27015.92,20732.64,76.7423060180812
2015-02-22,Nashville,23321.89,20671.7,88.6364698572886
2015-02-15,Nashville,23901.18,21186.15,88.6406026815413
2015-02-08,Nashville,28126.02,25896.73,92.0739230079478
2015-02-01,Nashville,29612.86,23898.35,80.7026069079447
2015-01-25,Nashville,25973.12,24183.43,93.1094531577261
2015-01-18,Nashville,25636.88,23520.54,91.7449393217895
2015-01-11,Nashville,25244.96,22478.92,89.0431991177645
2015-01-04,Nashville,25514.31,19681.13,77.1376141467279
2015-12-27,NewOrleansMobile,63153.04,53908.72,85.3620348284105
2015-12-20,NewOrleansMobile,62784.09,57100.55,90.9474836698278
2015-12-13,NewOrleansMobile,52875.54,44564.8,84.2824489357461
2015-12-06,NewOrleansMobile,45662.47,41822.8,91.5911907524933
2015-11-29,NewOrleansMobile,55299.38,49172.32,88.9202012753127
2015-11-22,NewOrleansMobile,60224.78,53791.54,89.3179518463995
2015-11-15,NewOrleansMobile,60127.39,56099.0,93.3002413708628
2015-11-08,NewOrleansMobile,53203.11,49206.68,92.4883526545723
2015-11-01,NewOrleansMobile,58508.19,50413.78,86.165338562003
2015-10-25,NewOrleansMobile,55281.08,51959.11,93.9907650139976
2015-10-18,NewOrleansMobile,62424.19,58060.12,93.0090082065943
2015-10-11,NewOrleansMobile,64726.02,56426.31,87.1771661535809
2015-10-04,NewOrleansMobile,67519.32,59907.03,88.7257602712823
2015-09-27,NewOrleansMobile,57247.33,53115.57,92.7826153638956
2015-09-20,NewOrleansMobile,63217.52,56901.55,90.009146198712
2015-09-13,NewOrleansMobile,59446.3,54335.47,91.4026104231887
2015-09-06,NewOrleansMobile,72866.95,64673.2,88.755190110194
2015-08-30,NewOrleansMobile,72492.97,68104.04,93.9457163915342
2015-08-23,NewOrleansMobile,66738.62,61777.91,92.5669574827888
2015-08-16,NewOrleansMobile,77862.64,72975.89,93.7238834953451
2015-08-09,NewOrleansMobile,78462.86,71332.39,90.9122991438242
2015-08-02,NewOrleansMobile,71226.18,66186.24,92.9240343929718
2015-07-26,NewOrleansMobile,64500.27,61569.83,95.4567011890028
2015-07-19,NewOrleansMobile,70840.03,62702.44,88.5127236676777
2015-07-12,NewOrleansMobile,67711.28,62705.51,92.6071845045611
2015-07-05,NewOrleansMobile,88003.25,81157.38,92.2208895694193
2015-06-28,NewOrleansMobile,79188.15,75120.4,94.8631834434824
2015-06-21,NewOrleansMobile,95352.92,86878.25,91.1123120298781
2015-06-14,NewOrleansMobile,84988.85,80570.6,94.8013768864975
2015-06-07,NewOrleansMobile,93290.27,85387.95,91.5293202603015
2015-05-31,NewOrleansMobile,71581.14,67111.69,93.7561067063196
2015-05-24,NewOrleansMobile,78697.8,71635.79,91.026420052403
2015-05-17,NewOrleansMobile,74870.07,69919.72,93.3880788411177
2015-05-10,NewOrleansMobile,71530.63,67176.21,93.9125099275653
2015-05-03,NewOrleansMobile,90612.57,81127.8,89.5326112039422
2015-04-26,NewOrleansMobile,76712.86,72727.69,94.8050822248056
2015-04-19,NewOrleansMobile,77990.72,74117.3,95.0334860352616
2015-04-12,NewOrleansMobile,60210.27,53843.01,89.4249602268849
2015-04-05,NewOrleansMobile,62911.64,57555.16,91.4857091628831
2015-03-29,NewOrleansMobile,66128.37,62564.2,94.6102255355757
2015-03-22,NewOrleansMobile,77003.82,68626.59,89.1210202299055
2015-03-15,NewOrleansMobile,62466.03,58352.29,93.4144366145888
2015-03-08,NewOrleansMobile,72616.8,69335.51,95.4813624395457
2015-03-01,NewOrleansMobile,69213.28,62740.63,90.648254207863
2015-02-22,NewOrleansMobile,66214.87,62873.75,94.9541243530343
2015-02-15,NewOrleansMobile,62663.62,60468.24,96.4965637159168
2015-02-08,NewOrleansMobile,63558.12,61345.53,96.518792563405
2015-02-01,NewOrleansMobile,84349.1,76463.29,90.6509850134738
2015-01-25,NewOrleansMobile,69524.6,66085.94,95.0540384266864
2015-01-18,NewOrleansMobile,64197.94,61302.5,95.4898241283131
2015-01-11,NewOrleansMobile,62815.17,59593.91,94.8718438555527
2015-01-04,NewOrleansMobile,60062.94,54422.22,90.6086515245507
2015-12-27,NewYork,242666.68,208470.99,85.9083702797599
2015-12-20,NewYork,257139.12,212615.2,82.6848905759653
2015-12-13,NewYork,261652.47,222446.62,85.0160596611222
2015-12-06,NewYork,164640.74,136643.23,82.9947861021519
2015-11-29,NewYork,170082.08,139508.76,82.024373173235
2015-11-22,NewYork,190226.47,156660.8,82.3548899372416
2015-11-15,NewYork,225327.84,196060.17,87.0110724001082
2015-11-08,NewYork,287368.02,198024.18,68.9096093573669
2015-11-01,NewYork,238141.21,183727.03,77.1504562356091
2015-10-25,NewYork,239305.85,192750.44,80.5456448306633
2015-10-18,NewYork,232925.94,181854.71,78.0740479141138
2015-10-11,NewYork,291019.03,214209.27,73.6066194708985
2015-10-04,NewYork,261493.0,208106.11,79.58381677521
2015-09-27,NewYork,243521.35,185973.17,76.3683225310635
2015-09-20,NewYork,262288.13,214317.49,81.7107087537663
2015-09-13,NewYork,249522.08,181277.74,72.6499795128351
2015-09-06,NewYork,245037.41,201210.17,82.1140616855198
2015-08-30,NewYork,248566.36,208604.73,83.9231543640902
2015-08-23,NewYork,231864.49,197249.71,85.0711163231593
2015-08-16,NewYork,223383.83,188594.0,84.4259855335097
2015-08-09,NewYork,249029.47,218715.85,87.8272961027464
2015-08-02,NewYork,251358.48,216693.68,86.2090190870027
2015-07-26,NewYork,280464.51,233874.8,83.3883759481725
2015-07-19,NewYork,304967.64,256581.76,84.1340937025319
2015-07-12,NewYork,354358.67,306199.58,86.4095070680788
2015-07-05,NewYork,346630.58,278911.21,80.4635326750456
2015-06-28,NewYork,346716.06,266450.36,76.8497311604199
2015-06-21,NewYork,330913.35,287710.54,86.9443738066174
2015-06-14,NewYork,404479.55,323080.99,79.8757291932312
2015-06-07,NewYork,356187.72,296939.83,83.3661053783662
2015-05-31,NewYork,389227.77,322139.9,82.7638531546709
2015-05-24,NewYork,387861.93,322563.16,83.16442915653
2015-05-17,NewYork,360824.94,300933.75,83.401593581641
2015-05-10,NewYork,374369.29,316975.34,84.6691618321578
2015-05-03,NewYork,333131.79,257688.23,77.3532390889504
2015-04-26,NewYork,340354.69,246376.89,72.3882753018623
2015-04-19,NewYork,382749.7,278784.54,72.8372981089208
2015-04-12,NewYork,298956.93,239070.0,79.9680408813403
2015-04-05,NewYork,312567.62,252129.98,80.6641391709097
2015-03-29,NewYork,278150.1,216859.46,77.9649045605233
2015-03-22,NewYork,283375.45,223369.68,78.8246405960714
2015-03-15,NewYork,323761.5,258642.39,79.8867036383264
2015-03-08,NewYork,339799.82,271636.2,79.9400658893816
2015-03-01,NewYork,289988.49,228539.44,78.8098313833077
2015-02-22,NewYork,309388.56,253336.8,81.883053465196
2015-02-15,NewYork,289359.35,240950.54,83.2703487894896
2015-02-08,NewYork,317964.5,249204.48,78.3749380827105
2015-02-01,NewYork,323358.53,243186.43,75.2064372633064
2015-01-25,NewYork,313450.45,249848.32,79.7090321612236
2015-01-18,NewYork,272986.43,211934.06,77.6353828283699
2015-01-11,NewYork,285498.61,221731.33,77.6645917820756
2015-01-04,NewYork,249495.69,178683.01,71.617674036774
2015-12-27,Northeast,737425.66,690116.94,93.5846116339374
2015-12-20,Northeast,771939.46,709816.2,91.9523144988598
2015-12-13,Northeast,758446.17,706707.82,93.1783754673057
2015-12-06,Northeast,588521.8,547611.8,93.0486857071395
2015-11-29,Northeast,555230.06,513647.72,92.5107909323209
2015-11-22,Northeast,626738.42,581899.23,92.8456292818302
2015-11-15,Northeast,707396.63,658542.91,93.0938715385172
2015-11-08,Northeast,781895.19,645890.25,82.6057326174369
2015-11-01,Northeast,780893.62,697293.46,89.2942959375184
2015-10-25,Northeast,775888.9,693912.61,89.4345324440136
2015-10-18,Northeast,742234.48,661214.66,89.0843362598838
2015-10-11,Northeast,832068.41,721415.51,86.7014660489274
2015-10-04,Northeast,800321.68,716567.95,89.5349917298254
2015-09-27,Northeast,682854.15,589490.48,86.3274361003737
2015-09-20,Northeast,751988.48,672883.2,89.4805197015784
2015-09-13,Northeast,740533.23,638404.31,86.2087323211681
2015-09-06,Northeast,754549.46,688674.24,91.2695955014003
2015-08-30,Northeast,740291.22,678533.22,91.6576073940199
2015-08-23,Northeast,739215.62,682203.72,92.2875141626472
2015-08-16,Northeast,733613.13,677997.05,92.4188815977162
2015-08-09,Northeast,777021.96,722077.58,92.9288510713391
2015-08-02,Northeast,794064.2,742929.61,93.5603959982077
2015-07-26,Northeast,883031.61,815705.91,92.375618354138
2015-07-19,Northeast,967205.69,900291.21,93.0816701460886
2015-07-12,Northeast,1216976.6,1148604.15,94.3817777597367
2015-07-05,Northeast,1312115.77,1208641.02,92.1139008945834
2015-06-28,Northeast,1252367.02,1129604.18,90.1975349047438
2015-06-21,Northeast,1120373.14,1052770.72,93.966079907985
2015-06-14,Northeast,1406275.3,1285655.99,91.4227811581416
2015-06-07,Northeast,1188680.28,1099881.5,92.5296329472211
2015-05-31,Northeast,1253507.02,1154091.74,92.0690288595273
2015-05-24,Northeast,1328704.27,1206950.37,90.8366441841871
2015-05-17,Northeast,1244427.66,1156872.13,92.9641928724085
2015-05-10,Northeast,1210170.12,1120295.45,92.5733854674911
2015-05-03,Northeast,1088403.62,954844.81,87.728926333413
2015-04-26,Northeast,1035648.21,902141.63,87.1088870998
2015-04-19,Northeast,1115911.35,984678.78,88.2398749685627
2015-04-12,Northeast,1001738.9,920108.45,91.8511250786008
2015-04-05,Northeast,954229.55,869574.86,91.128477419296
2015-03-29,Northeast,851860.36,769079.25,90.2823145802911
2015-03-22,Northeast,869687.19,782209.83,89.941514488675
2015-03-15,Northeast,936644.39,843930.39,90.1014727691905
2015-03-08,Northeast,1017429.27,909308.32,89.3731236963529
2015-03-01,Northeast,894348.37,810060.6,90.5755103014276
2015-02-22,Northeast,940038.24,860636.05,91.5533021294963
2015-02-15,Northeast,929791.25,864046.29,92.9290623029632
2015-02-08,Northeast,965974.48,869917.39,90.0559391589724
2015-02-01,Northeast,1006703.42,896750.09,89.0778825406196
2015-01-25,Northeast,1004627.94,903840.54,89.9676889336763
2015-01-18,Northeast,868986.62,784229.51,90.2464424596089
2015-01-11,Northeast,881104.32,796190.93,90.3628448899218
2015-01-04,Northeast,764351.66,669970.5,87.6521286026905
2015-12-27,NorthernNewEngland,39602.96,39602.96,100.0
2015-12-20,NorthernNewEngland,45911.51,45911.51,100.0
2015-12-13,NorthernNewEngland,35319.62,35319.62,100.0
2015-12-06,NorthernNewEngland,38140.59,38140.59,100.0
2015-11-29,NorthernNewEngland,34725.57,34725.57,100.0
2015-11-22,NorthernNewEngland,40780.57,40777.1,99.9914910458584
2015-11-15,NorthernNewEngland,47080.01,46867.66,99.5489593141548
2015-11-08,NorthernNewEngland,33770.89,33362.0,98.7892234998841
2015-11-01,NorthernNewEngland,65281.14,65081.14,99.6936328011429
2015-10-25,NorthernNewEngland,43066.49,42475.38,98.6274479299335
2015-10-18,NorthernNewEngland,37551.02,36297.69,96.6623276811123
2015-10-11,NorthernNewEngland,43108.05,43001.38,99.7525520175466
2015-10-04,NorthernNewEngland,40649.51,40431.73,99.4642493845559
2015-09-27,NorthernNewEngland,28024.32,27515.43,98.1841129419019
2015-09-20,NorthernNewEngland,49249.26,48164.82,97.7980582855458
2015-09-13,NorthernNewEngland,52903.22,52023.22,98.3365851832837
2015-09-06,NorthernNewEngland,48438.75,48349.86,99.8164898970349
2015-08-30,NorthernNewEngland,54650.81,54650.81,100.0
2015-08-23,NorthernNewEngland,58875.69,58875.69,100.0
2015-08-16,NorthernNewEngland,65208.52,65208.52,100.0
2015-08-09,NorthernNewEngland,52404.14,52400.81,99.9936455402188
2015-08-02,NorthernNewEngland,66056.2,66056.2,100.0
2015-07-26,NorthernNewEngland,73522.7,73518.43,99.9941922698704
2015-07-19,NorthernNewEngland,62451.94,62434.86,99.9726509696897
2015-07-12,NorthernNewEngland,148840.39,148811.62,99.9806705693259
2015-07-05,NorthernNewEngland,176818.96,176636.74,99.8969454406926
2015-06-28,NorthernNewEngland,152474.29,152425.4,99.9679355778604
2015-06-21,NorthernNewEngland,108756.94,108756.94,100.0
2015-06-14,NorthernNewEngland,162093.57,162093.57,100.0
2015-06-07,NorthernNewEngland,110774.35,110774.35,100.0
2015-05-31,NorthernNewEngland,97960.94,97960.94,100.0
2015-05-24,NorthernNewEngland,137204.86,137204.86,100.0
2015-05-17,NorthernNewEngland,131916.01,131904.74,99.9914566852045
2015-05-10,NorthernNewEngland,71634.08,71253.97,99.4693726784793
2015-05-03,NorthernNewEngland,60372.3,60354.57,99.9706322270313
2015-04-26,NorthernNewEngland,56276.09,56259.03,99.9696851718021
2015-04-19,NorthernNewEngland,59937.61,59936.64,99.9983816505196
2015-04-12,NorthernNewEngland,89721.5,89699.64,99.9756357171915
2015-04-05,NorthernNewEngland,54403.15,54288.7,99.7896261521622
2015-03-29,NorthernNewEngland,37964.11,37036.33,97.556165546881
2015-03-22,NorthernNewEngland,48050.17,47856.09,99.5960888379791
2015-03-15,NorthernNewEngland,48433.02,48390.8,99.912828066472
2015-03-08,NorthernNewEngland,50908.82,50606.6,99.4063504123647
2015-03-01,NorthernNewEngland,42880.02,42880.02,100.0
2015-02-22,NorthernNewEngland,43742.64,43735.97,99.984751720518
2015-02-15,NorthernNewEngland,53466.02,53303.8,99.6965923403313
2015-02-08,NorthernNewEngland,50852.58,50014.8,98.3525319659298
2015-02-01,NorthernNewEngland,46670.1,46576.76,99.8000004285399
2015-01-25,NorthernNewEngland,53547.65,53543.21,99.9917083195995
2015-01-18,NorthernNewEngland,64770.92,64770.92,100.0
2015-01-11,NorthernNewEngland,44863.79,44863.79,100.0
2015-01-04,NorthernNewEngland,52490.37,52490.37,100.0
2015-12-27,Orlando,73781.31,40641.55,55.0838010330801
2015-12-20,Orlando,53005.58,36258.03,68.4041755603844
2015-12-13,Orlando,67992.66,31407.15,46.1919713098443
2015-12-06,Orlando,42163.27,24098.62,57.1554815364178
2015-11-29,Orlando,51276.67,21536.82,42.0012063965932
2015-11-22,Orlando,60802.83,27114.53,44.5941907638181
2015-11-15,Orlando,50391.31,27742.9,55.0549291137698
2015-11-08,Orlando,49479.56,31369.94,63.3997957944654
2015-11-01,Orlando,72567.19,33748.18,46.5061138511771
2015-10-25,Orlando,47882.36,29737.38,62.1050842105527
2015-10-18,Orlando,49234.66,32915.51,66.8543461049594
2015-10-11,Orlando,66806.6,31968.47,47.8522630997536
2015-10-04,Orlando,74081.45,37192.16,50.2044168951877
2015-09-27,Orlando,46212.68,29149.95,63.0778176033071
2015-09-20,Orlando,76241.81,36956.49,48.4727343172991
2015-09-13,Orlando,56837.79,37653.91,66.2480191436015
2015-09-06,Orlando,86221.59,43014.65,49.8884908060731
2015-08-30,Orlando,63273.58,44694.9,70.63753939638
2015-08-23,Orlando,63317.35,47516.81,75.0454812148645
2015-08-16,Orlando,64382.93,45260.21,70.2984626515134
2015-08-09,Orlando,81232.5,47242.5,58.1571415381775
2015-08-02,Orlando,60259.72,43472.9,72.142552272065
2015-07-26,Orlando,60386.34,44878.7,74.3192914159063
2015-07-19,Orlando,79609.51,42477.4,53.3571931293133
2015-07-12,Orlando,58395.25,41732.15,71.4649736065862
2015-07-05,Orlando,95423.88,58523.36,61.3298893316851
2015-06-28,Orlando,80757.08,62186.73,77.0046787229058
2015-06-21,Orlando,92609.27,55420.02,59.8428429464998
2015-06-14,Orlando,75173.5,56501.85,75.1619254125456
2015-06-07,Orlando,86061.13,48219.72,56.0296152281524
2015-05-31,Orlando,55906.05,38303.2,68.5135150846822
2015-05-24,Orlando,76278.08,37157.88,48.713706480289
2015-05-17,Orlando,54407.98,38066.02,69.9640383634901
2015-05-10,Orlando,51717.03,35990.16,69.5905391318875
2015-05-03,Orlando,95445.05,40398.41,42.3263542740037
2015-04-26,Orlando,56809.87,38167.83,67.185209189882
2015-04-19,Orlando,54827.73,35504.7,64.7568301660492
2015-04-12,Orlando,71780.19,31886.66,44.4226464153968
2015-04-05,Orlando,63600.61,34091.52,53.6025047558506
2015-03-29,Orlando,47398.55,29215.6,61.6381724757403
2015-03-22,Orlando,73045.9,37453.09,51.2733637343095
2015-03-15,Orlando,49846.38,34513.35,69.2394312285065
2015-03-08,Orlando,49331.49,33996.64,68.9146830959292
2015-03-01,Orlando,61957.64,31707.62,51.1762875409715
2015-02-22,Orlando,53147.1,36700.48,69.0545297861972
2015-02-15,Orlando,44375.38,20733.73,46.7234984804637
2015-02-08,Orlando,42392.17,18229.35,43.0016911141845
2015-02-01,Orlando,80264.72,26854.75,33.4577258850464
2015-01-25,Orlando,48864.81,22591.61,46.2328821088223
2015-01-18,Orlando,43569.17,18914.84,43.4133585744232
2015-01-11,Orlando,43410.02,18762.45,43.2214728304663
2015-01-04,Orlando,52719.49,19933.7,37.8108741188505
2015-12-27,Philadelphia,89292.89,82776.35,92.7020617207036
2015-12-20,Philadelphia,98302.52,88587.5,90.1172218168975
2015-12-13,Philadelphia,94649.63,87738.34,92.6980274513487
2015-12-06,Philadelphia,75010.31,67405.8,89.862046963944
2015-11-29,Philadelphia,67938.12,62262.05,91.6452353995077
2015-11-22,Philadelphia,80592.91,74840.49,92.8623746183132
2015-11-15,Philadelphia,85346.19,78169.59,91.5911887806591
2015-11-08,Philadelphia,92267.09,76143.42,82.5250043108545
2015-11-01,Philadelphia,90086.72,78873.23,87.5525604661819
2015-10-25,Philadelphia,94916.51,84288.89,88.803191352063
2015-10-18,Philadelphia,92670.88,83101.65,89.6739623061743
2015-10-11,Philadelphia,103675.87,83281.81,80.3290196648458
2015-10-04,Philadelphia,104610.89,91635.61,87.596625934451
2015-09-27,Philadelphia,97946.15,82669.93,84.4034502632314
2015-09-20,Philadelphia,94858.12,84698.03,89.2891720814201
2015-09-13,Philadelphia,91927.28,78976.79,85.9122449832085
2015-09-06,Philadelphia,97929.43,89096.28,90.9800863744433
2015-08-30,Philadelphia,95910.31,86293.69,89.9733198651949
2015-08-23,Philadelphia,90761.35,82479.25,90.8748602791827
2015-08-16,Philadelphia,86244.48,78393.26,90.8965536113152
2015-08-09,Philadelphia,95410.3,88554.27,92.8141615737504
2015-08-02,Philadelphia,93959.69,85344.81,90.8313022318401
2015-07-26,Philadelphia,103353.68,92024.65,89.0385809194215
2015-07-19,Philadelphia,115527.52,103254.89,89.376877474735
2015-07-12,Philadelphia,121261.71,109196.16,90.0499918729498
2015-07-05,Philadelphia,136666.84,122252.96,89.4532719129234
2015-06-28,Philadelphia,127826.72,111168.32,86.9679829068602
2015-06-21,Philadelphia,128855.48,117744.63,91.3772778619893
2015-06-14,Philadelphia,150847.4,130970.38,86.8230940672494
2015-06-07,Philadelphia,132948.73,116932.41,87.953010156622
2015-05-31,Philadelphia,146361.56,130734.4,89.3229069162696
2015-05-24,Philadelphia,146344.69,129470.64,88.4696533915922
2015-05-17,Philadelphia,129556.3,116806.95,90.1592203543942
2015-05-10,Philadelphia,134165.69,118815.58,88.5588409376496
2015-05-03,Philadelphia,124874.01,106616.53,85.3792794833769
2015-04-26,Philadelphia,117693.87,100776.04,85.6255640162058
2015-04-19,Philadelphia,128778.14,110321.07,85.6675441965539
2015-04-12,Philadelphia,108780.22,95743.68,88.015707267369
2015-04-05,Philadelphia,108167.08,94087.03,86.9830543636752
2015-03-29,Philadelphia,100706.58,88306.35,87.6867728007445
2015-03-22,Philadelphia,98706.55,85471.81,86.5918320516724
2015-03-15,Philadelphia,116220.12,102101.2,87.8515699347067
2015-03-08,Philadelphia,121768.61,106813.89,87.7187396653374
2015-03-01,Philadelphia,107527.31,93745.13,87.18262365161
2015-02-22,Philadelphia,117031.82,105513.5,90.157958750022
2015-02-15,Philadelphia,107117.77,97737.29,91.2428348723092
2015-02-08,Philadelphia,113793.17,100107.79,87.9734609730971
2015-02-01,Philadelphia,119325.59,104365.66,87.4629323014451
2015-01-25,Philadelphia,126670.39,110991.22,87.6220717406807
2015-01-18,Philadelphia,105386.55,93250.96,88.4846880365663
2015-01-11,Philadelphia,101558.06,88980.0,87.6149071772344
2015-01-04,Philadelphia,86647.87,72829.94,84.052775907821
2015-12-27,PhoenixTucson,100891.8,70749.02,70.1236572248686
2015-12-20,PhoenixTucson,97475.33,72169.92,74.0391645763087
2015-12-13,PhoenixTucson,110082.85,92028.11,83.5989529704218
2015-12-06,PhoenixTucson,60258.38,60255.64,99.9954529145988
2015-11-29,PhoenixTucson,57662.53,57662.53,100.0
2015-11-22,PhoenixTucson,64644.27,63088.81,97.5938161263172
2015-11-15,PhoenixTucson,63651.99,63178.2,99.2556556362181
2015-11-08,PhoenixTucson,62686.12,62666.63,99.9689085877384
2015-11-01,PhoenixTucson,62363.88,62363.88,100.0
2015-10-25,PhoenixTucson,64616.17,64585.35,99.9523029606985
2015-10-18,PhoenixTucson,68190.77,68128.99,99.9094012283481
2015-10-11,PhoenixTucson,71958.63,71955.82,99.9960949784619
2015-10-04,PhoenixTucson,82685.54,82685.54,100.0
2015-09-27,PhoenixTucson,60035.27,59972.02,99.8946452643588
2015-09-20,PhoenixTucson,72211.55,64530.22,89.3627404480308
2015-09-13,PhoenixTucson,184333.58,74017.75,40.1542410232579
2015-09-06,PhoenixTucson,153645.11,93116.34,60.6048184677013
2015-08-30,PhoenixTucson,84814.48,84714.7,99.8823549941001
2015-08-23,PhoenixTucson,77455.61,75885.27,97.9725935926397
2015-08-16,PhoenixTucson,134721.67,95992.23,71.2522565968786
2015-08-09,PhoenixTucson,124788.86,79670.22,63.8440162046516
2015-08-02,PhoenixTucson,124508.92,80224.04,64.4323635607794
2015-07-26,PhoenixTucson,110773.22,77011.19,69.5214872331056
2015-07-19,PhoenixTucson,115356.09,84065.18,72.8745053685505
2015-07-12,PhoenixTucson,120165.04,84710.72,70.4953121140724
2015-07-05,PhoenixTucson,135007.13,98977.04,73.3124539422473
2015-06-28,PhoenixTucson,106701.94,84853.81,79.5241492329005
2015-06-21,PhoenixTucson,122109.28,99129.04,81.1805949556004
2015-06-14,PhoenixTucson,122309.95,94240.24,77.05034627191
2015-06-07,PhoenixTucson,122272.51,90030.35,73.6309003552802
2015-05-31,PhoenixTucson,111990.65,81585.03,72.8498584480044
2015-05-24,PhoenixTucson,106093.45,84441.02,79.5911717452868
2015-05-17,PhoenixTucson,101431.12,77703.34,76.6070018747698
2015-05-10,PhoenixTucson,108781.92,77196.88,70.9648073871099
2015-05-03,PhoenixTucson,104421.65,80245.0,76.8470906177024
2015-04-26,PhoenixTucson,94537.77,76637.06,81.0650177172573
2015-04-19,PhoenixTucson,97564.37,44646.67,45.7612446018972
2015-04-12,PhoenixTucson,85777.92,39455.85,45.9976763250963
2015-04-05,PhoenixTucson,82912.63,49271.61,59.4259402940179
2015-03-29,PhoenixTucson,67462.2,43759.93,64.8658508023753
2015-03-22,PhoenixTucson,60883.78,60874.89,99.9853984098885
2015-03-15,PhoenixTucson,67422.51,67422.51,100.0
2015-03-08,PhoenixTucson,68487.04,68487.04,100.0
2015-03-01,PhoenixTucson,64435.76,64435.76,100.0
2015-02-22,PhoenixTucson,67730.71,67727.1,99.9946700691607
2015-02-15,PhoenixTucson,71351.98,71344.45,99.9894466838902
2015-02-08,PhoenixTucson,79618.55,79618.55,100.0
2015-02-01,PhoenixTucson,82437.73,82437.73,100.0
2015-01-25,PhoenixTucson,75561.02,75558.47,99.9966252440743
2015-01-18,PhoenixTucson,70788.61,70788.61,100.0
2015-01-11,PhoenixTucson,66305.28,66305.28,100.0
2015-01-04,PhoenixTucson,92499.06,92499.06,100.0
2015-12-27,Pittsburgh,25060.99,17512.17,69.878205130763
2015-12-20,Pittsburgh,26066.51,17094.03,65.5785143465696
2015-12-13,Pittsburgh,24468.56,15525.47,63.4506893744462
2015-12-06,Pittsburgh,17594.3,8739.98,49.675065219986
2015-11-29,Pittsburgh,16517.66,7946.78,48.1108098846931
2015-11-22,Pittsburgh,18248.33,12552.12,68.7850340277713
2015-11-15,Pittsburgh,19392.22,13712.24,70.7100063840035
2015-11-08,Pittsburgh,34534.21,13430.34,38.8899586815508
2015-11-01,Pittsburgh,17835.82,12000.07,67.2807305747647
2015-10-25,Pittsburgh,24616.77,13587.31,55.1953404122474
2015-10-18,Pittsburgh,23740.41,13949.01,58.7563988995978
2015-10-11,Pittsburgh,21715.58,14948.34,68.8369364299733
2015-10-04,Pittsburgh,16593.05,13300.88,80.1593438216603
2015-09-27,Pittsburgh,25919.02,14361.09,55.407534698457
2015-09-20,Pittsburgh,28426.96,19393.09,68.2207664836479
2015-09-13,Pittsburgh,29623.33,21080.82,71.1628976215706
2015-09-06,Pittsburgh,32403.84,23118.99,71.3464515316703
2015-08-30,Pittsburgh,28656.28,20079.07,70.0686551080601
2015-08-23,Pittsburgh,29055.01,18577.69,63.939712978932
2015-08-16,Pittsburgh,31222.95,21335.31,68.3321403006442
2015-08-09,Pittsburgh,41787.4,26618.86,63.700684895447
2015-08-02,Pittsburgh,29516.38,23664.27,80.1733478156874
2015-07-26,Pittsburgh,26187.71,20545.66,78.4553517661529
2015-07-19,Pittsburgh,26651.84,23700.61,88.9267307623038
2015-07-12,Pittsburgh,24019.53,21786.27,90.7023159903629
2015-07-05,Pittsburgh,41505.82,31488.54,75.8653605687106
2015-06-28,Pittsburgh,43528.03,31542.36,72.4644786359502
2015-06-21,Pittsburgh,39029.98,29949.74,76.7352173892992
